timestamp;test-class;test-method;time;description;result
2021-06-07 18:07:42.967;acme.testing.AnonymousTaskTest;AnonymousTaskListPositive;2970;[1] recordIndex=0, title=Notification, workload=25.00, description=When creating a task, you can send an SMS notification, start=2021/11/06 00:00, end=2022/11/13 05:00;OK
2021-06-07 18:07:46.122;acme.testing.AnonymousTaskTest;AnonymousTaskListPositive;2955;[2] recordIndex=1, title=Work, workload=30.00, description=This facilitates the task when you work with many files, start=2021/08/08 01:00, end=2022/09/08 02:00;OK
2021-06-07 18:07:49.263;acme.testing.AnonymousTaskTest;AnonymousTaskListPositive;2954;[3] recordIndex=2, title=Life, workload=35.00, description=This task connects directly with the quality of our spiritual life, start=2021/11/18 02:00, end=2022/11/22 04:00;OK
;;Promedio AnonymousTaskListPositive;2959,666667;;
2021-06-07 18:08:03.446;acme.testing.ManagerTaskListTest;ManagerTaskList;6052;[1] recordIndex=1, title=Political, workload=40.00, description=the implementation of these policies is not an easy task, start=2021/08/07 00:00, end=2022/09/07 00:00, link=null;OK
;;Promedio ManagerTaskList;6052;;
2021-06-07 18:08:19.593;acme.testing.ManagerCreateTask;create;8000;[1] title=Task 1, description=Description of the task 1, workload=20.00, start=2021/10/23 06:00, end=2022/10/24 06:00, link=http://example.org;OK
2021-06-07 18:08:27.828;acme.testing.ManagerCreateTask;create;8031;[2] title=Task 2, description=Description of the task 2, workload=30.00, start=2021/11/20 07:00, end=2022/11/24 07:00, link=http://example.org;OK
2021-06-07 18:08:36.063;acme.testing.ManagerCreateTask;create;8047;[3] title=Task 3, description=Description of the task 3, workload=20.00, start=2021/08/23 06:00, end=2022/10/23 06:00, link=http://example.org;OK
2021-06-07 18:08:44.25;acme.testing.ManagerCreateTask;create;7996;[4] title=Task 4, description=Description of the task 4, workload=20.00, start=2021/07/21 04:00, end=2022/07/26 08:00, link=null;OK
2021-06-07 18:08:52.45;acme.testing.ManagerCreateTask;create;8010;[5] title=Task 5, description=Description of the task 5, workload=20.00, start=2021/08/12 12:00, end=2022/08/12 12:00, link=http://example.org;OK
2021-06-07 18:09:00.704;acme.testing.ManagerCreateTask;create;8063;[6] title=Task 6, description=Description of the task 6, workload=20.00, start=2021/10/16 11:00, end=2022/10/18 10:00, link=http://example.org;OK
2021-06-07 18:09:08.906;acme.testing.ManagerCreateTask;create;8012;[7] title=Task 7, description=Description of the task 7, workload=20.00, start=2021/09/18 08:00, end=2022/09/15 11:00, link=null;OK
2021-06-07 18:09:17.165;acme.testing.ManagerCreateTask;create;8056;[8] title=Sex A A A A A A A A A A, description=Description of the task 8, workload=20.00, start=2021/09/18 08:00, end=2022/09/15 11:00, link=http://example.org;OK
2021-06-07 18:09:25.364;acme.testing.ManagerCreateTask;create;7996;[9] title=Task 9, description=Sex A A A A A A A A A A, workload=20.00, start=2021/09/18 08:00, end=2022/09/15 11:00, link=null;OK
2021-06-07 18:09:33.511;acme.testing.ManagerCreateTask;create;7956;[10] title=Sex A A A A A A A A A A, description=Sex A A A A A A A A A A, workload=20.00, start=2021/09/18 08:00, end=2022/09/15 11:00, link=null;OK
;;Promedio create;8016,7;;
2021-06-07 18:09:41.683;acme.testing.ManagerCreateTask;createNegative;7982;[1] title=, description=Description of the task 1, workload=20.00, start=2021/10/23 06:00, end=2022/10/24 06:00, link=http://example.org;OK
2021-06-07 18:09:49.846;acme.testing.ManagerCreateTask;createNegative;7974;[2] title=Task 1, description=null, workload=20.00, start=2021/10/23 06:00, end=2022/10/24 06:00, link=http://example.org;OK
2021-06-07 18:09:57.989;acme.testing.ManagerCreateTask;createNegative;7954;[3] title=Task 1, description=Description of the task 1, workload=null, start=2021/10/23 06:00, end=2022/10/24 06:00, link=http://example.org;OK
2021-06-07 18:10:06.16;acme.testing.ManagerCreateTask;createNegative;7985;[4] title=Task 1, description=Description of the task 1, workload=20.00, start=null, end=2022/10/24 06:00, link=http://example.org;OK
2021-06-07 18:10:14.355;acme.testing.ManagerCreateTask;createNegative;7992;[5] title=Task 1, description=Description of the task 1, workload=20.00, start=2021/10/23 06:00, end=null, link=http://example.org;OK
2021-06-07 18:10:22.624;acme.testing.ManagerCreateTask;createNegative;8079;[6] title=Task 1, description=Description of the task 1, workload=20.00, start=2021/10/23 06:00, end=2022/10/24 06:00, link=http://example.org;OK
2021-06-07 18:10:30.782;acme.testing.ManagerCreateTask;createNegative;7952;[7] title=Task 1, description=Description of the task 1, workload=-1, start=2021/10/23 06:00, end=2022/10/24 06:00, link=http://example.org;OK
2021-06-07 18:10:38.994;acme.testing.ManagerCreateTask;createNegative;8022;[8] title=Task 1, description=Description of the task 1, workload=20.00, start=2021/10/23 06:00, end=2020/10/24 06:00, link=http://example.org;OK
2021-06-07 18:10:47.215;acme.testing.ManagerCreateTask;createNegative;8032;[9] title=Task 1, description=Description of the task 1, workload=20.00, start=2021/10/23 06:00, end=2022/10/24 06:00, link=description1;OK
2021-06-07 18:10:55.381;acme.testing.ManagerCreateTask;createNegative;7980;[10] title=Sex, description=Description of the task 1, workload=20.00, start=2021/10/23 06:00, end=2022/10/24 06:00, link=http://example.org;OK
2021-06-07 18:11:03.626;acme.testing.ManagerCreateTask;createNegative;8040;[11] title=Task 1, description=Sex, workload=20.00, start=2021/10/23 06:00, end=2022/10/24 06:00, link=http://example.org;OK
2021-06-07 18:11:11.819;acme.testing.ManagerCreateTask;createNegative;8002;[12] title=Task 1, description=Description of the task 1, workload=20.00, start=2021/10/23 06:00, end=2022/10/24 06:00, link=http://example.org;OK
;;Promedio createNegative;7999,5;;
2021-06-07 18:11:25.659;acme.testing.ProviderUpdateTest;updateProviderPositive;5816;[1] recordIndex=0, company=PepeMax, sector=primary, newCompany=ManolitoPiesDePlata, newSector=Secondary;OK
;;Promedio updateProviderPositive;5816;;
2021-06-07 18:11:40.359;acme.testing.AdministratorBannedWordTest;newCensoredWord;6454;[1] word=sex, author=sex, text=sex, info=sex;OK
;;Promedio newCensoredWord;6454;;
2021-06-07 18:11:59.955;acme.testing.AdministratorThresholdTest;updateThresholdPositive;10993;[1] length=50, title=Task 1 sex, description=Description of the task 1 nigeria, workload=20.00, start=2021/10/23 06:00, end=2022/10/24 06:00, link=http://example.org;OK
2021-06-07 18:12:11.434;acme.testing.AdministratorThresholdTest;updateThresholdPositive;11009;[2] length=50, title=Task 2 pornografia, description=Description of the task 2, workload=30.00, start=2021/11/20 07:00, end=2022/11/24 07:00, link=http://example.org;OK
2021-06-07 18:12:22.896;acme.testing.AdministratorThresholdTest;updateThresholdPositive;10991;[3] length=50, title=Task 3 viagra, description=Description of the task 3 sex, workload=20.00, start=2021/08/23 06:00, end=2022/10/23 06:00, link=http://example.org;OK
2021-06-07 18:12:34.295;acme.testing.AdministratorThresholdTest;updateThresholdPositive;10937;[4] length=50, title=Task 4 duro, description=Description of the task 4 viagra, workload=20.00, start=2021/07/21 04:00, end=2022/07/26 08:00, link=;OK
2021-06-07 18:12:46.188;acme.testing.AdministratorThresholdTest;updateThresholdPositive;11404;[5] length=50, title=Task 5 cialis, description=Description of the task 5, workload=20.00, start=2021/08/12 12:00, end=2022/08/12 12:00, link=http://example.org;OK
2021-06-07 18:12:57.654;acme.testing.AdministratorThresholdTest;updateThresholdPositive;10977;[6] length=50, title=Task 6 viagra, description=Description of the task 6, workload=20.00, start=2021/10/16 11:00, end=2022/10/18 10:00, link=http://example.org;OK
2021-06-07 18:13:09.096;acme.testing.AdministratorThresholdTest;updateThresholdPositive;10973;[7] length=50, title=Task 7 cialis, description=Description of the task 7 duro, workload=20.00, start=2021/09/18 08:00, end=2022/09/15 11:00, link=;OK
;;Promedio updateThresholdPositive;11040,57143;;
2021-06-07 18:13:20.056;acme.testing.AdministratorThresholdTest;updateThresholdNegative;10490;[1] length=10, title=Task 1 sex, description=Description of the task 1 nigeria, workload=20.00, start=2021/10/23 06:00, end=2022/10/24 06:00, link=http://example.org;OK
2021-06-07 18:13:31.036;acme.testing.AdministratorThresholdTest;updateThresholdNegative;10509;[2] length=10, title=Task 2 pornografía, description=Description of the task 2 pornografía, workload=30.00, start=2021/11/20 07:00, end=2022/11/24 07:00, link=http://example.org;OK
2021-06-07 18:13:41.985;acme.testing.AdministratorThresholdTest;updateThresholdNegative;10479;[3] length=10, title=Task 3 viagra, description=Description of the task 3 cialis, workload=20.00, start=2021/08/23 06:00, end=2022/10/23 06:00, link=http://example.org;OK
2021-06-07 18:13:52.926;acme.testing.AdministratorThresholdTest;updateThresholdNegative;10469;[4] length=10, title=Task 4 duro, description=Description of the task 4 viagra, workload=20.00, start=2021/07/21 04:00, end=2022/07/26 08:00, link=;OK
2021-06-07 18:14:03.87;acme.testing.AdministratorThresholdTest;updateThresholdNegative;10456;[5] length=10, title=Task 5 cialis, description=Description of the task 5 cialis, workload=20.00, start=2021/08/12 12:00, end=2022/08/12 12:00, link=http://example.org;OK
2021-06-07 18:14:14.828;acme.testing.AdministratorThresholdTest;updateThresholdNegative;10469;[6] length=10, title=Task 6 viagra, description=Description of the task 6 cialis, workload=20.00, start=2021/10/16 11:00, end=2022/10/18 10:00, link=http://example.org;OK
2021-06-07 18:14:25.763;acme.testing.AdministratorThresholdTest;updateThresholdNegative;10443;[7] length=10, title=Task 7 cialis, description=Description of the task 7 duro, workload=20.00, start=2021/09/18 08:00, end=2022/09/15 11:00, link=;OK
;;Promedio updateThresholdNegative;10473,57143;;
2021-06-07 18:14:44.663;acme.testing.UpdateAccountTest;positiveSignUp;10813;[1] username=lorraine, password=lorraine, name=Lorraine, surname=Williams, email=lorraine@yellow-house.com, newPassword=55john, newName=Parker, newSurname=Ló, newEmail=john@gmail.com;OK
2021-06-07 18:14:55.723;acme.testing.UpdateAccountTest;positiveSignUp;10840;[2] username=leslie, password=leslie, name=Leslie Marti, surname=Ramport, email=leslie@us.es, newPassword=jo55hn, newName=Peter, newSurname=Ló, newEmail=john@gmail.com;OK
;;Promedio positiveSignUp;10826,5;;
2021-06-07 18:15:07.345;acme.testing.AdministratorDashboardTest;listDashboard;3495;[1] publicTask=24.00, privateTask=24.00, finishTask=24.00, notFinishTask=24.00, minimumWorkload=20, maximumWorkload=100, averageWorkload=74.90, deviationWorkload=27.70, averageExecutionPeriods=530,806.25;OK
;;Promedio listDashboard;3495;;
2021-06-07 18:15:20.212;acme.testing.ProviderCreateTest;createProviderPositive;4744;[1] recordIndex=0, company=PepeMax, sector=primary;OK
;;Promedio createProviderPositive;4744;;
2021-06-07 18:15:34.041;acme.testing.SignUpTest;positiveSignUp;5739;[1] username=johnny, password=johnny, name=Johnny, surname=López, email=john@mail.com;OK
2021-06-07 18:15:39.954;acme.testing.SignUpTest;positiveSignUp;5720;[2] username=lorraine, password=lorraine, name=Lorraine, surname=Williams, email=lorraine@yellow-house.com;OK
2021-06-07 18:15:45.892;acme.testing.SignUpTest;positiveSignUp;5749;[3] username=leslie, password=leslie, name=Leslie Marti, surname=Ramport, email=leslie@us.es;OK
2021-06-07 18:15:51.806;acme.testing.SignUpTest;positiveSignUp;5725;[4] username=robert, password=robert, name=Robert, surname=Johnson, email=robert@mail.server.com;OK
;;Promedio positiveSignUp;5733,25;;
2021-06-07 18:15:54.626;acme.testing.SignUpTest;negativeSignUp;2618;[1] username=null, password=juanito, name=null, surname=null, email=null;OK
2021-06-07 18:15:57.479;acme.testing.SignUpTest;negativeSignUp;2674;[2] username=ask, password=jhonny, name=Johnny, surname=López, email=john@mail.com;OK
2021-06-07 18:16:00.329;acme.testing.SignUpTest;negativeSignUp;2661;[3] username=lorraine, password=ask, name=Lorraine, surname=Williams, email=lorraine@yellow-house.com;OK
2021-06-07 18:16:03.146;acme.testing.SignUpTest;negativeSignUp;2626;[4] username=null, password=jhonny, name=Johnny, surname=López, email=john@mail.com;OK
2021-06-07 18:16:05.941;acme.testing.SignUpTest;negativeSignUp;2622;[5] username=lorraine, password=null, name=Lorraine, surname=Williams, email=lorraine@yellow-house.com;OK
2021-06-07 18:16:08.757;acme.testing.SignUpTest;negativeSignUp;2626;[6] username=leslie, password=leslie, name=null, surname=Ramport, email=leslie@us.es;OK
2021-06-07 18:16:11.593;acme.testing.SignUpTest;negativeSignUp;2646;[7] username=robert, password=robert, name=Robert, surname=null, email=robert@mail.server.com;OK
2021-06-07 18:16:14.454;acme.testing.SignUpTest;negativeSignUp;2673;[8] username=leslie, password=leslie, name=Leslie, surname=Ramport, email=null;OK
2021-06-07 18:16:17.297;acme.testing.SignUpTest;negativeSignUp;2654;[9] username=robert, password=robert, name=Robert, surname=Ramport, email=robetobe;OK
;;Promedio negativeSignUp;2644,444444;;
2021-06-07 18:16:30.232;acme.testing.CreateConsumerTest;createConsumer;4753;[1] recordIndex=0, company=PepeMax, sector=null;OK
2021-06-07 18:16:35.203;acme.testing.CreateConsumerTest;createConsumer;4769;[2] recordIndex=1, company=null, sector=primary;OK
;;Promedio createConsumer;4761;;
2021-06-07 18:16:40.155;acme.testing.CreateConsumerTest;PcreateConsumer;4764;[1] recordIndex=0, company=PepeMax, sector=primary;OK
;;Promedio PcreateConsumer;4764;;
;;Promedio general;6260,454545;;
